SID,CNT,SHOW_TYPE
1906,44319,2
1203,31723,2
1503,28825,2
903,22042,2
306,20719,2
1801,16796,2
1806,15607,2
1401,11650,2
905,11319,2
1805,9364,2
3304,544128,2
1205,204618,2
1405,192455,2
1202,68532,2
1501,33059,2
1002,31455,2
1401,12910,2
1704,4400,2
1208,3504,2
404,2648,2
1406,2097,2
1801,1628,2
1402,1176,2
1905,912,2
202,399,2
4401,250,2
1503,94,2
1802,58,2
305,53,2
4204,32,2
2102,541576,2
1405,235505,2
1805,15107,2
1404,8840,2
4301,2589,2
1202,825,2
4601,712,2
1802,304,2
1801,249,2
1505,164,2
1205,121,2
1901,76,2
1705,75,2
202,69,2
1601,64,2
1004,56,2
1904,54,2
304,52,2
205,44,2
1208,39,2
1501,523462,4
1501,523462,1
1501,523462,2
1501,523462,2
1501,523462,1
1501,523462,2
1501,523462,4
1501,523462,4
1501,523462,2
1501,523462,1
65200,85318,4
65200,85318,1
65200,85318,2
65200,85318,2
65200,85318,1
65200,85318,2
65200,85318,4
65200,85318,4
65200,85318,2
65200,85318,1
801,10977,4
801,10977,1
801,10977,2
801,10977,2
801,10977,1
801,10977,2
801,10977,4
801,10977,4
801,10977,2
801,10977,1
201,2560,4
201,2560,1
201,2560,2
201,2560,2
201,2560,1
201,2560,2
201,2560,4
201,2560,4
201,2560,2
201,2560,1
1906,1771,4
1906,1771,1
1906,1771,2
1906,1771,2
1906,1771,1
1906,1771,2
1906,1771,4
1906,1771,4
1906,1771,2
1906,1771,1
1803,1581,4
1803,1581,1
1803,1581,2
1803,1581,2
1803,1581,1
1803,1581,2
1803,1581,4
1803,1581,4
1803,1581,2
1803,1581,1
1002,1569,4
1002,1569,1
1002,1569,2
1002,1569,2
1002,1569,1
1002,1569,2
1002,1569,4
1002,1569,4
1002,1569,2
1002,1569,1
3101,1348,4
3101,1348,1
3101,1348,2
3101,1348,2
3101,1348,1
3101,1348,2
3101,1348,4
3101,1348,4
3101,1348,2
3101,1348,1
1203,816,4
1203,816,1
1203,816,2
1203,816,2
1203,816,1
1203,816,2
1203,816,4
1203,816,4
1203,816,2
1203,816,1
904,700,4
904,700,1
904,700,2
904,700,2
904,700,1
904,700,2
904,700,4
904,700,4
904,700,2
904,700,1
3701,505,4
3701,505,1
3701,505,2
3701,505,2
3701,505,1
3701,505,2
3701,505,4
3701,505,4
3701,505,2
3701,505,1
1901,208,4
1901,208,1
1901,208,2
1901,208,2
1901,208,1
1901,208,2
1901,208,4
1901,208,4
1901,208,2
1901,208,1
1204,201,4
1204,201,1
1204,201,2
1204,201,2
1204,201,1
1204,201,2
1204,201,4
1204,201,4
1204,201,2
1204,201,1
1206,200,4
1206,200,1
1206,200,2
1206,200,2
1206,200,1
1206,200,2
1206,200,4
1206,200,4
1206,200,2
1206,200,1
1903,80,4
1903,80,1
1903,80,2
1903,80,2
1903,80,1
1903,80,2
1903,80,4
1903,80,4
1903,80,2
1903,80,1
1602,76,4
1602,76,1
1602,76,2
1602,76,2
1602,76,1
1602,76,2
1602,76,4
1602,76,4
1602,76,2
1602,76,1
903,31,4
903,31,1
903,31,2
903,31,2
903,31,1
903,31,2
903,31,4
903,31,4
903,31,2
903,31,1
1202,28,4
1202,28,1
1202,28,2
1202,28,2
1202,28,1
1202,28,2
1202,28,4
1202,28,4
1202,28,2
1202,28,1
301,19,4
301,19,1
301,19,2
301,19,2
301,19,1
301,19,2
301,19,4
301,19,4
301,19,2
301,19,1
203,12,4
203,12,1
203,12,2
203,12,2
203,12,1
203,12,2
203,12,4
203,12,4
203,12,2
203,12,1
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
1405,522148,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
4601,53020,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,48028,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
3101,14400,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
4202,1995,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1806,1040,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1702,606,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1404,552,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1904,241,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1601,193,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
1703,78,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
203,73,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
306,68,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
208,67,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
1805,43,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
307,37,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1804,32,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
1201,29,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
2105,16,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
507,12,2
1405,518148,9
1001,146633,9
1401,100634,9
208,55560,9
3703,51067,9
1706,34304,9
1403,27932,9
3101,24538,9
4504,21631,9
4401,16610,9
201,16436,9
906,15353,9
4202,14701,9
1402,12702,9
904,8338,9
806,6208,9
3401,6020,9
1201,4402,9
1407,3930,9
3102,3066,9
4601,516985,2
4401,132528,2
3202,117440,2
2901,91862,2
3104,78862,2
3201,74227,2
305,57604,2
3301,52982,2
4801,24472,2
1001,14529,2
3702,13890,2
4101,13427,2
905,12057,2
3602,10956,2
4103,8893,2
3203,7706,2
4504,6352,2
4603,4752,2
1501,3475,2
906,3178,2
65200,515261,2
65200,515261,2
65200,515261,2
3701,44243,2
3701,44243,2
3701,44243,2
3201,29606,2
3201,29606,2
3201,29606,2
3103,27178,2
3103,27178,2
3103,27178,2
3704,24831,2
3704,24831,2
3704,24831,2
1002,18376,2
1002,18376,2
1002,18376,2
1402,16816,2
1402,16816,2
1402,16816,2
4801,9413,2
4801,9413,2
4801,9413,2
1405,7584,2
1405,7584,2
1405,7584,2
1202,6475,2
1202,6475,2
1202,6475,2
1501,5360,2
1501,5360,2
1501,5360,2
1407,4610,2
1407,4610,2
1407,4610,2
4503,3845,2
4503,3845,2
4503,3845,2
3703,3732,2
3703,3732,2
3703,3732,2
1703,2139,2
1703,2139,2
1703,2139,2
903,1706,2
903,1706,2
903,1706,2
1806,1529,2
1806,1529,2
1806,1529,2
903,1348,2
903,1348,2
903,1348,2
1705,1308,2
1705,1308,2
1705,1308,2
801,1135,2
801,1135,2
801,1135,2
4202,513492,9
4601,420931,9
7303,16649,9
3701,16199,9
3101,11841,9
3503,1568,9
4404,841,9
3804,837,9
7301,686,9
4001,444,9
4802,129,9
3803,84,9
307,40,9
4203,34,9
4801,34,9
4501,33,9
1203,25,9
7701,11,9
305,11,9
3201,10,9
65200,511652,4
4304,38694,4
3703,37318,4
3503,25641,4
501,14782,4
4004,7192,4
1403,3320,4
109,255,4
1308,149,4
3803,115,4
3704,72,4
602,65,4
103,47,4
309,42,4
1501,41,4
3801,41,4
4702,40,4
3702,37,4
1901,35,4
904,35,4
201,511004,2
2102,132680,2
1501,55075,2
1405,45598,2
1706,32224,2
1401,30172,2
903,24637,2
1001,17973,2
205,15409,2
102,14517,2
1805,14491,2
1803,3596,2
1503,2682,2
1402,1721,2
1204,956,2
1206,648,2
902,615,2
201,192,2
1304,171,2
4601,87,2
3101,506321,2
3101,506321,1
3101,506321,1
4401,209754,2
4401,209754,1
4401,209754,1
3202,189355,2
3202,189355,1
3202,189355,1
3301,32774,2
3301,32774,1
3301,32774,1
4202,27027,2
4202,27027,1
4202,27027,1
3104,23672,2
3104,23672,1
3104,23672,1
4401,16491,2
4401,16491,1
4401,16491,1
405,14478,2
405,14478,1
405,14478,1
3202,6006,2
3202,6006,1
3202,6006,1
4301,5398,2
4301,5398,1
4301,5398,1
3401,3740,2
3401,3740,1
3401,3740,1
4302,3537,2
4302,3537,1
4302,3537,1
2901,2506,2
2901,2506,1
2901,2506,1
3204,2392,2
3204,2392,1
3204,2392,1
3101,2205,2
3101,2205,1
3101,2205,1
4503,1244,2
4503,1244,1
4503,1244,1
3702,1205,2
3702,1205,1
3702,1205,1
4501,982,2
4501,982,1
4501,982,1
4301,463,2
4301,463,1
4301,463,1
4104,286,2
4104,286,1
4104,286,1
4401,505971,9
4401,505971,2
4202,202963,9
4202,202963,2
3201,71703,9
3201,71703,2
3101,58521,9
3101,58521,2
3304,36989,9
3304,36989,2
3701,33035,9
3701,33035,2
1002,28349,9
1002,28349,2
4501,24461,9
4501,24461,2
1405,23812,9
1405,23812,2
3303,23805,9
3303,23805,2
4601,23578,9
4601,23578,2
4402,21291,9
4402,21291,2
3702,20154,9
3702,20154,2
4104,14624,9
4104,14624,2
4404,8309,9
4404,8309,2
1501,7452,9
1501,7452,2
1802,5228,9
1802,5228,2
4504,4612,9
4504,4612,2
1703,3201,9
1703,3201,2
3903,2140,9
3903,2140,2
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,1
1001,505410,2
1001,505410,1
1001,505410,1
1001,505410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,1
904,14410,2
904,14410,1
904,14410,1
904,14410,1
801,3450,1
801,3450,1
801,3450,1
801,3450,1
801,3450,1
801,3450,1
801,3450,1
801,3450,1
801,3450,1
801,3450,1
801,3450,1
801,3450,1
801,3450,2
801,3450,1
801,3450,1
801,3450,1
65200,905,1
65200,905,1
65200,905,1
65200,905,1
65200,905,1
65200,905,1
65200,905,1
65200,905,1
65200,905,1
65200,905,1
65200,905,1
65200,905,1
65200,905,2
65200,905,1
65200,905,1
65200,905,1
3101,83,1
3101,83,1
3101,83,1
3101,83,1
3101,83,1
3101,83,1
3101,83,1
3101,83,1
3101,83,1
3101,83,1
3101,83,1
3101,83,1
3101,83,2
3101,83,1
3101,83,1
3101,83,1
905,80,1
905,80,1
905,80,1
905,80,1
905,80,1
905,80,1
905,80,1
905,80,1
905,80,1
905,80,1
905,80,1
905,80,1
905,80,2
905,80,1
905,80,1
905,80,1
3702,76,1
3702,76,1
3702,76,1
3702,76,1
3702,76,1
3702,76,1
3702,76,1
3702,76,1
3702,76,1
3702,76,1
3702,76,1
3702,76,1
3702,76,2
3702,76,1
3702,76,1
3702,76,1
1403,16,1
1403,16,1
1403,16,1
1403,16,1
1403,16,1
1403,16,1
1403,16,1
1403,16,1
1403,16,1
1403,16,1
1403,16,1
1403,16,1
1403,16,2
1403,16,1
1403,16,1
1403,16,1
505,15,1
505,15,1
505,15,1
505,15,1
505,15,1
505,15,1
505,15,1
505,15,1
505,15,1
505,15,1
505,15,1
505,15,1
505,15,2
505,15,1
505,15,1
505,15,1
208,14,1
208,14,1
208,14,1
208,14,1
208,14,1
208,14,1
208,14,1
208,14,1
208,14,1
208,14,1
208,14,1
208,14,1
208,14,2
208,14,1
208,14,1
208,14,1
4503,8,1
4503,8,1
4503,8,1
4503,8,1
4503,8,1
4503,8,1
4503,8,1
4503,8,1
4503,8,1
4503,8,1
4503,8,1
4503,8,1
4503,8,2
4503,8,1
4503,8,1
4503,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,1
3401,8,2
3401,8,1
3401,8,1
3401,8,1
3703,4,1
3703,4,1
3703,4,1
3703,4,1
3703,4,1
3703,4,1
3703,4,1
3703,4,1
3703,4,1
3703,4,1
3703,4,1
3703,4,1
3703,4,2
3703,4,1
3703,4,1
3703,4,1
3103,3,1
3103,3,1
3103,3,1
3103,3,1
3103,3,1
3103,3,1
3103,3,1
3103,3,1
3103,3,1
3103,3,1
3103,3,1
3103,3,1
3103,3,2
3103,3,1
3103,3,1
3103,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,1
4202,3,2
4202,3,1
4202,3,1
4202,3,1
3202,2,1
3202,2,1
3202,2,1
3202,2,1
3202,2,1
3202,2,1
3202,2,1
3202,2,1
3202,2,1
3202,2,1
3202,2,1
3202,2,1
3202,2,2
3202,2,1
3202,2,1
3202,2,1
3702,503591,2
3702,503591,2
3702,503591,2
3702,503591,2
3702,503591,2
3702,503591,2
3702,503591,2
3702,503591,2
3702,503591,2
3702,503591,2
3702,503591,2
3702,503591,4
803,310997,2
803,310997,2
803,310997,2
803,310997,2
803,310997,2
803,310997,2
803,310997,2
803,310997,2
803,310997,2
803,310997,2
803,310997,2
803,310997,4
3102,206928,2
3102,206928,2
3102,206928,2
3102,206928,2
3102,206928,2
3102,206928,2
3102,206928,2
3102,206928,2
3102,206928,2
3102,206928,2
3102,206928,2
3102,206928,4
603,92121,2
603,92121,2
603,92121,2
603,92121,2
603,92121,2
603,92121,2
603,92121,2
603,92121,2
603,92121,2
603,92121,2
603,92121,2
603,92121,4
1208,51120,2
1208,51120,2
1208,51120,2
1208,51120,2
1208,51120,2
1208,51120,2
1208,51120,2
1208,51120,2
1208,51120,2
1208,51120,2
1208,51120,2
1208,51120,4
4304,34135,2
4304,34135,2
4304,34135,2
4304,34135,2
4304,34135,2
4304,34135,2
4304,34135,2
4304,34135,2
4304,34135,2
4304,34135,2
4304,34135,2
4304,34135,4
4604,32411,2
4604,32411,2
4604,32411,2
4604,32411,2
4604,32411,2
4604,32411,2
4604,32411,2
4604,32411,2
4604,32411,2
4604,32411,2
4604,32411,2
4604,32411,4
1602,20867,2
1602,20867,2
1602,20867,2
1602,20867,2
1602,20867,2
1602,20867,2
1602,20867,2
1602,20867,2
1602,20867,2
1602,20867,2
1602,20867,2
1602,20867,4
3101,17867,2
3101,17867,2
3101,17867,2
3101,17867,2
3101,17867,2
3101,17867,2
3101,17867,2
3101,17867,2
3101,17867,2
3101,17867,2
3101,17867,2
3101,17867,4
4202,15993,2
4202,15993,2
4202,15993,2
4202,15993,2
4202,15993,2
4202,15993,2
4202,15993,2
4202,15993,2
4202,15993,2
4202,15993,2
4202,15993,2
4202,15993,4
2901,15774,2
2901,15774,2
2901,15774,2
2901,15774,2
2901,15774,2
2901,15774,2
2901,15774,2
2901,15774,2
2901,15774,2
2901,15774,2
2901,15774,2
2901,15774,4
1606,14443,2
1606,14443,2
1606,14443,2
1606,14443,2
1606,14443,2
1606,14443,2
1606,14443,2
1606,14443,2
1606,14443,2
1606,14443,2
1606,14443,2
1606,14443,4
207,14413,2
207,14413,2
207,14413,2
207,14413,2
207,14413,2
207,14413,2
207,14413,2
207,14413,2
207,14413,2
207,14413,2
207,14413,2
207,14413,4
1401,13980,2
1401,13980,2
1401,13980,2
1401,13980,2
1401,13980,2
1401,13980,2
1401,13980,2
1401,13980,2
1401,13980,2
1401,13980,2
1401,13980,2
1401,13980,4
805,7356,2
805,7356,2
805,7356,2
805,7356,2
805,7356,2
805,7356,2
805,7356,2
805,7356,2
805,7356,2
805,7356,2
805,7356,2
805,7356,4
4303,6237,2
4303,6237,2
4303,6237,2
4303,6237,2
4303,6237,2
4303,6237,2
4303,6237,2
4303,6237,2
4303,6237,2
4303,6237,2
4303,6237,2
4303,6237,4
3503,1741,2
3503,1741,2
3503,1741,2
3503,1741,2
3503,1741,2
3503,1741,2
3503,1741,2
3503,1741,2
3503,1741,2
3503,1741,2
3503,1741,2
3503,1741,4
3804,1342,2
3804,1342,2
3804,1342,2
3804,1342,2
3804,1342,2
3804,1342,2
3804,1342,2
3804,1342,2
3804,1342,2
3804,1342,2
3804,1342,2
3804,1342,4
1202,997,2
1202,997,2
1202,997,2
1202,997,2
1202,997,2
1202,997,2
1202,997,2
1202,997,2
1202,997,2
1202,997,2
1202,997,2
1202,997,4
1603,824,2
1603,824,2
1603,824,2
1603,824,2
1603,824,2
1603,824,2
1603,824,2
1603,824,2
1603,824,2
1603,824,2
1603,824,2
1603,824,4
3102,501140,2
3102,501140,4
3102,501140,2
3102,501140,2
3102,501140,2
3102,501140,2
3102,501140,9
3102,501140,9
3102,501140,9
3102,501140,9
3102,501140,2
3102,501140,9
3102,501140,2
4604,74700,2
4604,74700,4
4604,74700,2
4604,74700,2
4604,74700,2
4604,74700,2
4604,74700,9
4604,74700,9
4604,74700,9
4604,74700,9
4604,74700,2
4604,74700,9
4604,74700,2
3303,62286,2
3303,62286,4
3303,62286,2
3303,62286,2
3303,62286,2
3303,62286,2
3303,62286,9
3303,62286,9
3303,62286,9
3303,62286,9
3303,62286,2
3303,62286,9
3303,62286,2
3703,58866,2
3703,58866,4
3703,58866,2
3703,58866,2
3703,58866,2
3703,58866,2
3703,58866,9
3703,58866,9
3703,58866,9
3703,58866,9
3703,58866,2
3703,58866,9
3703,58866,2
4002,52709,2
4002,52709,4
4002,52709,2
4002,52709,2
4002,52709,2
4002,52709,2
4002,52709,9
4002,52709,9
4002,52709,9
4002,52709,9
4002,52709,2
4002,52709,9
4002,52709,2
3701,49143,2
3701,49143,4
3701,49143,2
3701,49143,2
3701,49143,2
3701,49143,2
3701,49143,9
3701,49143,9
3701,49143,9
3701,49143,9
3701,49143,2
3701,49143,9
3701,49143,2
4104,42905,2
4104,42905,4
4104,42905,2
4104,42905,2
4104,42905,2
4104,42905,2
4104,42905,9
4104,42905,9
4104,42905,9
4104,42905,9
4104,42905,2
4104,42905,9
4104,42905,2
4303,35206,2
4303,35206,4
4303,35206,2
4303,35206,2
4303,35206,2
4303,35206,2
4303,35206,9
4303,35206,9
4303,35206,9
4303,35206,9
4303,35206,2
4303,35206,9
4303,35206,2
3103,31838,2
3103,31838,4
3103,31838,2
3103,31838,2
3103,31838,2
3103,31838,2
3103,31838,9
3103,31838,9
3103,31838,9
3103,31838,9
3103,31838,2
3103,31838,9
3103,31838,2
3503,30808,2
3503,30808,4
3503,30808,2
3503,30808,2
3503,30808,2
3503,30808,2
3503,30808,9
3503,30808,9
3503,30808,9
3503,30808,9
3503,30808,2
3503,30808,9
3503,30808,2
4401,27624,2
4401,27624,4
4401,27624,2
4401,27624,2
4401,27624,2
4401,27624,2
4401,27624,9
4401,27624,9
4401,27624,9
4401,27624,9
4401,27624,2
4401,27624,9
4401,27624,2
3804,26765,2
3804,26765,4
3804,26765,2
3804,26765,2
3804,26765,2
3804,26765,2
3804,26765,9
3804,26765,9
3804,26765,9
3804,26765,9
3804,26765,2
3804,26765,9
3804,26765,2
2901,25918,2
2901,25918,4
2901,25918,2
2901,25918,2
2901,25918,2
2901,25918,2
2901,25918,9
2901,25918,9
2901,25918,9
2901,25918,9
2901,25918,2
2901,25918,9
2901,25918,2
4204,20102,2
4204,20102,4
4204,20102,2
4204,20102,2
4204,20102,2
4204,20102,2
4204,20102,9
4204,20102,9
4204,20102,9
4204,20102,9
4204,20102,2
4204,20102,9
4204,20102,2
3304,14706,2
3304,14706,4
3304,14706,2
3304,14706,2
3304,14706,2
3304,14706,2
3304,14706,9
3304,14706,9
3304,14706,9
3304,14706,9
3304,14706,2
3304,14706,9
3304,14706,2
3703,14400,2
3703,14400,4
3703,14400,2
3703,14400,2
3703,14400,2
3703,14400,2
3703,14400,9
3703,14400,9
3703,14400,9
3703,14400,9
3703,14400,2
3703,14400,9
3703,14400,2
1703,12722,2
1703,12722,4
1703,12722,2
1703,12722,2
1703,12722,2
1703,12722,2
1703,12722,9
1703,12722,9
1703,12722,9
1703,12722,9
1703,12722,2
1703,12722,9
1703,12722,2
4004,11106,2
4004,11106,4
4004,11106,2
4004,11106,2
4004,11106,2
4004,11106,2
4004,11106,9
4004,11106,9
4004,11106,9
4004,11106,9
4004,11106,2
4004,11106,9
4004,11106,2
1007,9115,2
1007,9115,4
1007,9115,2
1007,9115,2
1007,9115,2
1007,9115,2
1007,9115,9
1007,9115,9
1007,9115,9
1007,9115,9
1007,9115,2
1007,9115,9
1007,9115,2
3203,4902,2
3203,4902,4
3203,4902,2
3203,4902,2
3203,4902,2
3203,4902,2
3203,4902,9
3203,4902,9
3203,4902,9
3203,4902,9
3203,4902,2
3203,4902,9
3203,4902,2
65200,498432,2
65200,498432,2
65200,498432,2
1401,214399,2
1401,214399,2
1401,214399,2
1703,196765,2
1703,196765,2
1703,196765,2
1202,193276,2
1202,193276,2
1202,193276,2
1405,86421,2
1405,86421,2
1405,86421,2
1904,53375,2
1904,53375,2
1904,53375,2
1803,44105,2
1803,44105,2
1803,44105,2
1403,31846,2
1403,31846,2
1403,31846,2
1706,20727,2
1706,20727,2
1706,20727,2
1204,14495,2
1204,14495,2
1204,14495,2
4601,8055,2
4601,8055,2
4601,8055,2
1003,4858,2
1003,4858,2
1003,4858,2
1507,4693,2
1507,4693,2
1507,4693,2
1801,3917,2
1801,3917,2
1801,3917,2
2101,3824,2
2101,3824,2
2101,3824,2
1806,3432,2
1806,3432,2
1806,3432,2
1406,2275,2
1406,2275,2
1406,2275,2
1205,1675,2
1205,1675,2
1205,1675,2
307,1339,2
307,1339,2
307,1339,2
1805,1114,2
1805,1114,2
1805,1114,2
1204,495896,2
1204,495896,2
1204,495896,2
1204,495896,2
1001,442153,2
1001,442153,2
1001,442153,2
1001,442153,2
65200,18067,2
65200,18067,2
65200,18067,2
65200,18067,2
208,76,2
208,76,2
208,76,2
208,76,2
1403,12,2
1403,12,2
1403,12,2
1403,12,2
309,9,2
309,9,2
309,9,2
309,9,2
3101,8,2
3101,8,2
3101,8,2
3101,8,2
1904,8,2
1904,8,2
1904,8,2
1904,8,2
1403,495480,1
1001,365604,1
903,261366,1
502,144884,1
65200,105957,1
405,98852,1
1002,84087,1
1906,80744,1
1202,50832,1
1801,37834,1
65200,36927,1
904,28062,1
906,17564,1
1606,13199,1
1806,8004,1
1507,6564,1
502,5398,1
1704,4590,1
1402,3257,1
203,2381,1
4202,490593,1
4202,490593,2
4202,490593,1
4202,490593,2
4202,490593,2
4202,490593,2
4202,490593,1
1904,227965,1
1904,227965,2
1904,227965,1
1904,227965,2
1904,227965,2
1904,227965,2
1904,227965,1
1801,168653,1
1801,168653,2
1801,168653,1
1801,168653,2
1801,168653,2
1801,168653,2
1801,168653,1
1805,70173,1
1805,70173,2
1805,70173,1
1805,70173,2
1805,70173,2
1805,70173,2
1805,70173,1
101,69537,1
101,69537,2
101,69537,1
101,69537,2
101,69537,2
101,69537,2
101,69537,1
2101,41379,1
2101,41379,2
2101,41379,1
2101,41379,2
2101,41379,2
2101,41379,2
2101,41379,1
1204,39779,1
1204,39779,2
1204,39779,1
1204,39779,2
1204,39779,2
1204,39779,2
1204,39779,1
1201,31003,1
1201,31003,2
1201,31003,1
1201,31003,2
1201,31003,2
1201,31003,2
1201,31003,1
4002,25677,1
4002,25677,2
4002,25677,1
4002,25677,2
4002,25677,2
4002,25677,2
4002,25677,1
4301,25427,1
4301,25427,2
4301,25427,1
4301,25427,2
4301,25427,2
4301,25427,2
4301,25427,1
3703,23390,1
3703,23390,2
3703,23390,1
3703,23390,2
3703,23390,2
3703,23390,2
3703,23390,1
1002,22635,1
1002,22635,2
1002,22635,1
1002,22635,2
1002,22635,2
1002,22635,2
1002,22635,1
1703,21313,1
1703,21313,2
1703,21313,1
1703,21313,2
1703,21313,2
1703,21313,2
1703,21313,1
1403,18206,1
1403,18206,2
1403,18206,1
1403,18206,2
1403,18206,2
1403,18206,2
1403,18206,1
1505,15394,1
1505,15394,2
1505,15394,1
1505,15394,2
1505,15394,2
