,0,1,2,3
0,56216.0,57532.0,0.0,2.0
1,44611.0,46290.0,0.0,2.0
2,61067.0,68401.0,0.007633587786259555,2.0
3,66586.0,66810.0,0.0125,2.0
4,55369.0,57889.0,0.014646558042438848,2.0
5,54216.0,56954.0,0.014646558042438867,2.0
6,40754.0,48340.0,0.014646558042438878,2.0
7,627.0,678.0,0.015267175572519054,2.0
8,61117.0,64164.0,0.019731615492962654,2.0
9,53999.0,58308.0,0.022900763358778664,2.0
10,50257.0,51800.0,0.024999999999999994,2.0
11,51449.0,51633.0,0.024999999999999994,2.0
12,39157.0,48688.0,0.026090131513941756,2.0
13,53402.0,53917.0,0.026090131513941756,2.0
14,61747.0,62203.0,0.026090131513941763,2.0
15,41395.0,42950.0,0.0260901315139418,2.0
16,65612.0,66958.0,0.026139465612183627,2.0
17,63664.0,67696.0,0.026139465612183634,2.0
18,45298.0,47910.0,0.02929311608487774,2.0
19,34432.0,35040.0,0.032993887310356344,2.0
20,62061.0,65192.0,0.032993887310356344,2.0
21,26178.0,26832.0,0.0329938873103564,2.0
22,62593.0,63741.0,0.03390346534522359,2.0
23,65066.0,65067.0,0.037500000000000006,2.0
24,35263.0,37610.0,0.03816793893129766,2.0
25,55812.0,56271.0,0.03816793893129772,2.0
26,65267.0,68485.0,0.03908022331164135,3.0
27,25971.0,26590.0,0.03946323098592527,2.0
28,52964.0,57112.0,0.03946323098592528,2.0
29,55283.0,57006.0,0.03946323098592529,2.0
30,55892.0,55913.0,0.040162688683195405,2.0
31,47784.0,49556.0,0.040162688683195405,2.0
32,50683.0,58475.0,0.04048872250345922,2.0
33,63724.0,64281.0,0.04048872250345922,2.0
34,63899.0,64077.0,0.043939674127316614,2.0
35,30741.0,37379.0,0.043939674127316634,2.0
36,62846.0,63170.0,0.04562665407701152,2.0
37,53253.0,58823.0,0.04562665407701152,2.0
38,61894.0,65610.0,0.04562665407701154,2.0
39,51497.0,57372.0,0.04580152671755722,2.0
40,53717.0,55560.0,0.04580152671755727,2.0
41,21811.0,22837.0,0.04747662424455963,2.0
42,67985.0,68462.0,0.04747662424455966,2.0
43,39352.0,49744.0,0.04747662424455969,2.0
44,13224.0,15094.0,0.04747662424455969,2.0
45,41494.0,46135.0,0.04999999999999999,2.0
46,10194.0,10603.0,0.04999999999999999,2.0
47,60923.0,65443.0,0.05057936004429603,2.0
48,55767.0,55937.0,0.05057936004429605,2.0
49,51907.0,59999.0,0.05218026302788354,2.0
50,47337.0,48312.0,0.05218026302788354,2.0
51,61512.0,65040.0,0.05218026302788354,2.0
52,51498.0,56003.0,0.052180263027883575,2.0
53,30558.0,32883.0,0.052278931224367255,2.0
54,34420.0,36154.0,0.0535073972667637,2.0
55,62673.0,67615.0,0.05350739726676373,2.0
56,32286.0,35359.0,0.05463153635935571,2.0
57,55375.0,55508.0,0.054801183859978765,2.0
58,20332.0,21238.0,0.054877695487657,2.0
59,50147.0,55248.0,0.05487769548765703,2.0
60,23026.0,27517.0,0.056208715982978996,2.0
61,52913.0,53668.0,0.057397979623919265,2.0
62,32975.0,34157.0,0.058586232169755496,2.0
63,52021.0,54951.0,0.05899416464393754,2.0
64,61946.0,62113.0,0.05919484647888795,2.0
65,47367.0,49772.0,0.06007998639300449,2.0
66,61638.0,62932.0,0.06041063616959167,2.0
67,17586.0,18231.0,0.06151763773467898,2.0
68,41840.0,49501.0,0.06233487305990105,2.0
69,51050.0,55141.0,0.06249999999999999,2.0
70,55382.0,57748.0,0.0625,2.0
71,49175.0,49568.0,0.06296444760728494,2.0
72,50361.0,52369.0,0.063861997815474,2.0
73,63977.0,64479.0,0.06433767675291147,2.0
74,18996.0,20540.0,0.06507384086546303,2.0
75,42747.0,45613.0,0.06521633041236834,2.0
76,51691.0,52046.0,0.06598777462071269,2.0
77,61196.0,63155.0,0.0664034619011328,2.0
78,40033.0,43887.0,0.06640346190113283,2.0
79,56662.0,56857.0,0.06656346567310613,2.0
80,51813.0,52301.0,0.06956002156302493,2.0
81,55048.0,58553.0,0.06983018446011005,2.0
82,50691.0,51157.0,0.0698301844601101,2.0
83,40909.0,47380.0,0.07037350142164,2.0
84,54320.0,54912.0,0.07259533802175643,2.0
85,50819.0,53590.0,0.07259533802175643,2.0
86,61467.0,61647.0,0.07259533802175644,2.0
87,32206.0,35544.0,0.07299558044829568,2.0
88,45081.0,46819.0,0.07323279021219438,2.0
89,57809.0,68493.0,0.07492331737575299,3.0
90,65805.0,67532.0,0.0750541448872502,2.0
91,62536.0,65944.0,0.0753874768279887,2.0
92,34951.0,39717.0,0.07730091477986623,2.0
93,45885.0,51153.0,0.07730091477986623,2.0
94,55510.0,57567.0,0.07735254520087292,2.0
95,31889.0,33168.0,0.07735254520087292,2.0
96,51477.0,59677.0,0.0775521543863362,2.0
97,40674.0,41957.0,0.07793208429981588,2.0
98,26842.0,27284.0,0.07793208429981588,2.0
99,64712.0,65579.0,0.07793208429981589,2.0
100,47988.0,58384.0,0.07793208429981589,2.0
101,64920.0,66132.0,0.07793208429981589,2.0
102,39573.0,52598.0,0.07793208429981589,2.0
103,42471.0,46657.0,0.07828262739877348,2.0
104,61958.0,65477.0,0.07830505364153797,2.0
105,16938.0,20005.0,0.07830505364153799,2.0
106,59636.0,64469.0,0.07830505364153799,2.0
107,45786.0,49194.0,0.07830505364153799,2.0
108,44973.0,45050.0,0.07830505364153799,2.0
109,19957.0,20957.0,0.07841839683655089,2.0
110,23192.0,27861.0,0.0792092983945205,2.0
111,17449.0,20679.0,0.07941345234452242,2.0
112,26449.0,35563.0,0.07941345234452242,2.0
113,65020.0,66713.0,0.07941345234452242,2.0
114,61727.0,65989.0,0.07941345234452242,2.0
115,32692.0,41056.0,0.07941345234452243,2.0
116,59062.0,59662.0,0.07991017707022037,2.0
117,54675.0,55083.0,0.08004151775503192,2.0
118,51360.0,58374.0,0.08025960830784304,2.0
119,8064.0,9085.0,0.0803253773663908,2.0
120,60890.0,61125.0,0.08032537736639081,2.0
121,26107.0,31759.0,0.08088361863389651,2.0
122,27800.0,36152.0,0.08088361863389651,2.0
123,46706.0,55461.0,0.08088361863389651,2.0
